"","end_time_local","id","start_time_local","title","username","streams.AirBeam-PM.average_value","streams.AirBeam-PM.id","streams.AirBeam-PM.max_latitude","streams.AirBeam-PM.max_longitude","streams.AirBeam-PM.measurement_short_type","streams.AirBeam-PM.measurement_type","streams.AirBeam-PM.measurements_count","streams.AirBeam-PM.min_latitude","streams.AirBeam-PM.min_longitude","streams.AirBeam-PM.sensor_name","streams.AirBeam-PM.sensor_package_name","streams.AirBeam-PM.session_id","streams.AirBeam-PM.start_latitude","streams.AirBeam-PM.start_longitude","streams.AirBeam-PM.threshold_high","streams.AirBeam-PM.threshold_low","streams.AirBeam-PM.threshold_medium","streams.AirBeam-PM.threshold_very_high","streams.AirBeam-PM.threshold_very_low","streams.AirBeam-PM.unit_name","streams.AirBeam-PM.unit_symbol","streams.AirBeam-PM.size","streams.AirBeam-F.average_value","streams.AirBeam-F.id","streams.AirBeam-F.max_latitude","streams.AirBeam-F.max_longitude","streams.AirBeam-F.measurement_short_type","streams.AirBeam-F.measurement_type","streams.AirBeam-F.measurements_count","streams.AirBeam-F.min_latitude","streams.AirBeam-F.min_longitude","streams.AirBeam-F.sensor_name","streams.AirBeam-F.sensor_package_name","streams.AirBeam-F.session_id","streams.AirBeam-F.start_latitude","streams.AirBeam-F.start_longitude","streams.AirBeam-F.threshold_high","streams.AirBeam-F.threshold_low","streams.AirBeam-F.threshold_medium","streams.AirBeam-F.threshold_very_high","streams.AirBeam-F.threshold_very_low","streams.AirBeam-F.unit_name","streams.AirBeam-F.unit_symbol","streams.AirBeam-F.size","streams.Phone Microphone.average_value","streams.Phone Microphone.id","streams.Phone Microphone.max_latitude","streams.Phone Microphone.max_longitude","streams.Phone Microphone.measurement_short_type","streams.Phone Microphone.measurement_type","streams.Phone Microphone.measurements_count","streams.Phone Microphone.min_latitude","streams.Phone Microphone.min_longitude","streams.Phone Microphone.sensor_name","streams.Phone Microphone.sensor_package_name","streams.Phone Microphone.session_id","streams.Phone Microphone.start_latitude","streams.Phone Microphone.start_longitude","streams.Phone Microphone.threshold_high","streams.Phone Microphone.threshold_low","streams.Phone Microphone.threshold_medium","streams.Phone Microphone.threshold_very_high","streams.Phone Microphone.threshold_very_low","streams.Phone Microphone.unit_name","streams.Phone Microphone.unit_symbol","streams.Phone Microphone.size","streams.AirBeam-RH.average_value","streams.AirBeam-RH.id","streams.AirBeam-RH.max_latitude","streams.AirBeam-RH.max_longitude","streams.AirBeam-RH.measurement_short_type","streams.AirBeam-RH.measurement_type","streams.AirBeam-RH.measurements_count","streams.AirBeam-RH.min_latitude","streams.AirBeam-RH.min_longitude","streams.AirBeam-RH.sensor_name","streams.AirBeam-RH.sensor_package_name","streams.AirBeam-RH.session_id","streams.AirBeam-RH.start_latitude","streams.AirBeam-RH.start_longitude","streams.AirBeam-RH.threshold_high","streams.AirBeam-RH.threshold_low","streams.AirBeam-RH.threshold_medium","streams.AirBeam-RH.threshold_very_high","streams.AirBeam-RH.threshold_very_low","streams.AirBeam-RH.unit_name","streams.AirBeam-RH.unit_symbol","streams.AirBeam-RH.size","type","average"
"24","2015-09-21T16:19:40Z", 9888,"2015-09-21T15:38:01Z","bike 1","HHHDenver", 0.896685,27078, 39.68932,-104.87558,PM,Particulate Matter,2492, 39.66257,-104.89713,AirBeam-PM,AirBeam:001896105CBB, 9888, 39.68366,-104.89169,55,12,35,150,0,micrograms per cubic meter,µg/m³,2492,88.0867,27079, 39.68932,-104.87558,F,Temperature,2492, 39.66257,-104.89713,AirBeam-F,AirBeam:001896105CBB, 9888, 39.68366,-104.89169,75,25,50,100,0,degrees Fahrenheit,F,2492, 85.5835,27080, 39.68932,-104.87558,dB,Sound Level, 3157, 39.66257,-104.89713,Phone Microphone,Builtin, 9888, 39.68366,-104.89169,80,60,70,100,20,decibels,dB, 3157,12.3728,27081, 39.68932,-104.87558,RH,Humidity,2492, 39.66257,-104.89713,AirBeam-RH,AirBeam:001896105CBB, 9888, 39.68366,-104.89169,75,25,50,100,0,percent,%,2492,"MobileSession", 0.8966854
"25","2015-09-19T16:51:19Z", 9654,"2015-09-19T15:19:54Z","Errands 2","HHHDenver", 0.774846,26679, 39.69650,-104.86127,PM,Particulate Matter,5466, 39.68346,-104.89674,AirBeam-PM,AirBeam:001896105CBB, 9654, 39.68368,-104.89154,55,12,35,150,0,micrograms per cubic meter,µg/m³,5466,84.0161,26680, 39.69650,-104.86127,F,Temperature,5466, 39.68346,-104.89674,AirBeam-F,AirBeam:001896105CBB, 9654, 39.68368,-104.89154,75,25,50,100,0,degrees Fahrenheit,F,5466, 81.3244,26681, 39.69650,-104.86127,dB,Sound Level, 7013, 39.68346,-104.89674,Phone Microphone,Builtin, 9654, 39.68368,-104.89154,80,60,70,100,20,decibels,dB, 7013,19.6418,26682, 39.69650,-104.86127,RH,Humidity,5466, 39.68346,-104.89674,AirBeam-RH,AirBeam:001896105CBB, 9654, 39.68368,-104.89154,75,25,50,100,0,percent,%,5466,"MobileSession", 0.7748463
"26","2015-09-19T15:14:43Z", 9653,"2015-09-19T13:31:47Z","Errands","HHHDenver", 3.969600,26675, 39.70735,-104.87462,PM,Particulate Matter,6155, 39.67471,-104.92147,AirBeam-PM,AirBeam:001896105CBB, 9653, 39.68371,-104.89166,55,12,35,150,0,micrograms per cubic meter,µg/m³,6155,88.9633,26676, 39.70735,-104.87462,F,Temperature,6155, 39.67471,-104.92147,AirBeam-F,AirBeam:001896105CBB, 9653, 39.68371,-104.89166,75,25,50,100,0,degrees Fahrenheit,F,6155, 95.8438,26677, 39.70735,-104.87462,dB,Sound Level, 7868, 39.67471,-104.92141,Phone Microphone,Builtin, 9653, 39.68371,-104.89166,80,60,70,100,20,decibels,dB, 7868,20.7737,26678, 39.70735,-104.87462,RH,Humidity,6155, 39.67471,-104.92141,AirBeam-RH,AirBeam:001896105CBB, 9653, 39.68371,-104.89166,75,25,50,100,0,percent,%,6155,"MobileSession", 3.9695955
"27","2015-09-18T15:01:06Z", 9649,"2015-09-18T13:20:38Z","Smith","HHHDenver", 2.748090,26659, 39.97779,-105.23969,PM,Particulate Matter,2321, 39.97771,-105.23982,AirBeam-PM,AirBeam:001896105CBB, 9649, 39.97774,-105.23971,55,12,35,150,0,micrograms per cubic meter,µg/m³,2321,79.0228,26660, 39.97779,-105.23969,F,Temperature,2321, 39.97771,-105.23982,AirBeam-F,AirBeam:001896105CBB, 9649, 39.97774,-105.23971,75,25,50,100,0,degrees Fahrenheit,F,2321, 78.5957,26661, 39.97805,-105.23967,dB,Sound Level, 7759, 39.97357,-105.24147,Phone Microphone,Builtin, 9649, 39.97774,-105.23971,80,60,70,100,20,decibels,dB, 7759,28.0353,26662, 39.97779,-105.23969,RH,Humidity,2321, 39.97771,-105.23982,AirBeam-RH,AirBeam:001896105CBB, 9649, 39.97774,-105.23971,75,25,50,100,0,percent,%,2321,"MobileSession", 2.7480870
"28","2015-09-13T16:55:26Z", 9615,"2015-09-13T15:54:31Z","bike +","HHHDenver",22.157500,26492, 39.69632,-104.87561,PM,Particulate Matter,3640, 39.66255,-104.90847,AirBeam-PM,AirBeam:001896105CBB, 9615, 39.68369,-104.89170,55,12,35,150,0,micrograms per cubic meter,µg/m³,3640,89.9643,26493, 39.69632,-104.87560,F,Temperature,3640, 39.66255,-104.90847,AirBeam-F,AirBeam:001896105CBB, 9615, 39.68369,-104.89170,75,25,50,100,0,degrees Fahrenheit,F,3640, 83.9540,26494, 39.69632,-104.87560,dB,Sound Level, 4651, 39.66255,-104.90847,Phone Microphone,Builtin, 9615, 39.68369,-104.89170,80,60,70,100,20,decibels,dB, 4651,11.7896,26495, 39.69632,-104.87560,RH,Humidity,3640, 39.66255,-104.90847,AirBeam-RH,AirBeam:001896105CBB, 9615, 39.68369,-104.89170,75,25,50,100,0,percent,%,3640,"MobileSession",22.1575165
"29","2015-09-12T16:52:51Z", 9609,"2015-09-12T15:58:14Z","end","HHHDenver", 3.594120,26459, 39.83128,-105.00716,PM,Particulate Matter,3266, 39.75465,-105.42222,AirBeam-PM,AirBeam:001896105CBB, 9609, 39.83122,-105.42221,55,12,35,150,0,micrograms per cubic meter,µg/m³,3266,88.2627,26460, 39.83128,-105.00716,F,Temperature,3266, 39.75465,-105.42222,AirBeam-F,AirBeam:001896105CBB, 9609, 39.83122,-105.42221,75,25,50,100,0,degrees Fahrenheit,F,3266,110.2200,26461, 39.83128,-105.00716,dB,Sound Level, 4265, 39.75465,-105.42222,Phone Microphone,Builtin, 9609, 39.83122,-105.42221,80,60,70,100,20,decibels,dB, 4265,19.3859,26462, 39.83128,-105.00738,RH,Humidity,3265, 39.75465,-105.42222,AirBeam-RH,AirBeam:001896105CBB, 9609, 39.83122,-105.42221,75,25,50,100,0,percent,%,3265,"MobileSession", 3.5941151
"30","2015-09-12T14:59:09Z", 9608,"2015-09-12T14:25:56Z"," beaver trail 1","HHHDenver", 2.720410,26455, 39.84202,-105.41840,PM,Particulate Matter,1986, 39.82916,-105.46665,AirBeam-PM,AirBeam:001896105CBB, 9608, 39.84049,-105.46548,55,12,35,150,0,micrograms per cubic meter,µg/m³,1986,82.4431,26456, 39.84202,-105.41840,F,Temperature,1986, 39.82916,-105.46665,AirBeam-F,AirBeam:001896105CBB, 9608, 39.84049,-105.46548,75,25,50,100,0,degrees Fahrenheit,F,1986, 76.8022,26457, 39.84202,-105.41840,dB,Sound Level, 2571, 39.82916,-105.46669,Phone Microphone,Builtin, 9608, 39.84049,-105.46548,80,60,70,100,20,decibels,dB, 2571,18.0201,26458, 39.84202,-105.41840,RH,Humidity,1986, 39.82916,-105.46665,AirBeam-RH,AirBeam:001896105CBB, 9608, 39.84049,-105.46548,75,25,50,100,0,percent,%,1986,"MobileSession", 2.7204079
"31","2015-09-12T15:57:23Z", 9607,"2015-09-12T15:30:36Z","beaver trail 2","HHHDenver", 2.957270,26451, 39.83130,-105.41063,PM,Particulate Matter,1602, 39.82959,-105.42226,AirBeam-PM,AirBeam:001896105CBB, 9607, 39.82960,-105.41122,55,12,35,150,0,micrograms per cubic meter,µg/m³,1602,86.1411,26452, 39.83130,-105.41063,F,Temperature,1602, 39.82959,-105.42226,AirBeam-F,AirBeam:001896105CBB, 9607, 39.82960,-105.41122,75,25,50,100,0,degrees Fahrenheit,F,1602, 72.8141,26453, 39.83130,-105.41063,dB,Sound Level, 2050, 39.82959,-105.42226,Phone Microphone,Builtin, 9607, 39.82960,-105.41122,80,60,70,100,20,decibels,dB, 2050,18.3246,26454, 39.83130,-105.41063,RH,Humidity,1602, 39.82959,-105.42226,AirBeam-RH,AirBeam:001896105CBB, 9607, 39.82960,-105.41122,75,25,50,100,0,percent,%,1602,"MobileSession", 2.9572722
"32","2015-09-09T17:49:38Z", 9586,"2015-09-09T17:19:16Z","Bike ride short ","HHHDenver", 3.426350,26343, 39.68933,-104.87557,PM,Particulate Matter,1814, 39.66380,-104.89647,AirBeam-PM,AirBeam:001896105CBB, 9586, 39.68353,-104.89158,55,12,35,150,0,micrograms per cubic meter,µg/m³,1814,85.6946,26344, 39.68933,-104.87557,F,Temperature,1814, 39.66380,-104.89647,AirBeam-F,AirBeam:001896105CBB, 9586, 39.68353,-104.89158,75,25,50,100,0,degrees Fahrenheit,F,1814, 82.2814,26345, 39.68933,-104.87557,dB,Sound Level, 2321, 39.66380,-104.89647,Phone Microphone,Builtin, 9586, 39.68354,-104.89156,80,60,70,100,20,decibels,dB, 2321,14.1444,26346, 39.68933,-104.87557,RH,Humidity,1814, 39.66380,-104.89647,AirBeam-RH,AirBeam:001896105CBB, 9586, 39.68353,-104.89158,75,25,50,100,0,percent,%,1814,"MobileSession", 3.4263506
"33","2015-09-08T18:33:52Z", 9577,"2015-09-08T17:56:18Z","bike ride ","HHHDenver", 4.428620,26303, 39.69626,-104.87560,PM,Particulate Matter,2246, 39.66375,-104.89779,AirBeam-PM,AirBeam:001896105CBB, 9577, 39.68361,-104.89164,55,12,35,150,0,micrograms per cubic meter,µg/m³,2246,81.4345,26304, 39.69626,-104.87560,F,Temperature,2246, 39.66375,-104.89779,AirBeam-F,AirBeam:001896105CBB, 9577, 39.68361,-104.89164,75,25,50,100,0,degrees Fahrenheit,F,2246, 76.5306,26305, 39.69626,-104.87560,dB,Sound Level, 2904, 39.66375,-104.89779,Phone Microphone,Builtin, 9577, 39.68361,-104.89164,80,60,70,100,20,decibels,dB, 2904,20.7275,26306, 39.69626,-104.87560,RH,Humidity,2246, 39.66375,-104.89779,AirBeam-RH,AirBeam:001896105CBB, 9577, 39.68361,-104.89164,75,25,50,100,0,percent,%,2246,"MobileSession", 4.4286153
"34","2015-09-06T09:24:40Z", 9556,"2015-09-06T09:07:46Z","787 in Houston for Denver","HHHDenver", 1.900090,26174, 29.98876, -95.33628,PM,Particulate Matter,1011, 29.98818, -95.33678,AirBeam-PM,AirBeam:001896105CBB, 9556, 29.98857, -95.33631,55,12,35,150,0,micrograms per cubic meter,µg/m³,1011,79.4091,26175, 29.98876, -95.33628,F,Temperature,1012, 29.98818, -95.33678,AirBeam-F,AirBeam:001896105CBB, 9556, 29.98857, -95.33631,75,25,50,100,0,degrees Fahrenheit,F,1012, 75.7977,26176, 29.98876, -95.33628,dB,Sound Level, 1314, 29.98818, -95.33678,Phone Microphone,Builtin, 9556, 29.98857, -95.33631,80,60,70,100,20,decibels,dB, 1314,40.4822,26177, 29.98876, -95.33628,RH,Humidity,1012, 29.98818, -95.33678,AirBeam-RH,AirBeam:001896105CBB, 9556, 29.98857, -95.33631,75,25,50,100,0,percent,%,1012,"MobileSession", 1.9000890
"35","2015-09-05T16:16:55Z", 9541,"2015-09-05T15:52:04Z","gru","HHHDenver", 8.324430,26078,-23.42234, -46.47687,PM,Particulate Matter,1485,-23.53027, -46.65664,AirBeam-PM,AirBeam:001896105CBB, 9541,-23.51964, -46.65664,55,12,35,150,0,micrograms per cubic meter,µg/m³,1485,85.4034,26079,-23.42234, -46.47687,F,Temperature,1485,-23.53027, -46.65664,AirBeam-F,AirBeam:001896105CBB, 9541,-23.51964, -46.65664,75,25,50,100,0,degrees Fahrenheit,F,1485,112.5960,26080,-23.42234, -46.47689,dB,Sound Level, 1927,-23.53027, -46.65664,Phone Microphone,Builtin, 9541,-23.51964, -46.65664,80,60,70,100,20,decibels,dB, 1927,38.8229,26081,-23.42234, -46.47687,RH,Humidity,1485,-23.53027, -46.65664,AirBeam-RH,AirBeam:001896105CBB, 9541,-23.51964, -46.65664,75,25,50,100,0,percent,%,1485,"MobileSession", 8.3244310
"36","2015-09-05T17:33:14Z", 9540,"2015-09-05T16:53:25Z","GRU inside","HHHDenver", 7.204310,26074,-23.42337, -46.47682,PM,Particulate Matter,2380,-23.42337, -46.47682,AirBeam-PM,AirBeam:001896105CBB, 9540,-23.42337, -46.47682,55,12,35,150,0,micrograms per cubic meter,µg/m³,2380,81.2924,26075,-23.42337, -46.47682,F,Temperature,2380,-23.42337, -46.47682,AirBeam-F,AirBeam:001896105CBB, 9540,-23.42337, -46.47682,75,25,50,100,0,degrees Fahrenheit,F,2380, 87.5797,26076,-23.42337, -46.47682,dB,Sound Level, 3064,-23.42337, -46.47682,Phone Microphone,Builtin, 9540,-23.42337, -46.47682,80,60,70,100,20,decibels,dB, 3064,40.3487,26077,-23.42337, -46.47682,RH,Humidity,2380,-23.42337, -46.47682,AirBeam-RH,AirBeam:001896105CBB, 9540,-23.42337, -46.47682,75,25,50,100,0,percent,%,2380,"MobileSession", 7.2043067
"37","2015-09-05T14:58:38Z", 9538,"2015-09-05T13:41:10Z","lunch 6 Paris","HHHDenver",28.897200,26066,-23.56074, -46.66302,PM,Particulate Matter,4628,-23.56383, -46.66829,AirBeam-PM,AirBeam:001896105CBB, 9538,-23.56211, -46.66763,55,12,35,150,0,micrograms per cubic meter,µg/m³,4628,74.9015,26067,-23.56074, -46.66302,F,Temperature,4628,-23.56383, -46.66829,AirBeam-F,AirBeam:001896105CBB, 9538,-23.56211, -46.66763,75,25,50,100,0,degrees Fahrenheit,F,4628, 76.2218,26068,-23.56074, -46.66302,dB,Sound Level, 5987,-23.56383, -46.66829,Phone Microphone,Builtin, 9538,-23.56211, -46.66763,80,60,70,100,20,decibels,dB, 5987,50.4663,26069,-23.56074, -46.66302,RH,Humidity,4628,-23.56383, -46.66829,AirBeam-RH,AirBeam:001896105CBB, 9538,-23.56211, -46.66763,75,25,50,100,0,percent,%,4628,"MobileSession",28.8971976
"38","2015-09-05T15:23:23Z", 9537,"2015-09-05T15:03:15Z","6 Paris to Haddock","HHHDenver",20.754200,26062,-23.56304, -46.66792,PM,Particulate Matter,1203,-23.56393, -46.66970,AirBeam-PM,AirBeam:001896105CBB, 9537,-23.56380, -46.66793,55,12,35,150,0,micrograms per cubic meter,µg/m³,1203,73.8778,26063,-23.56304, -46.66792,F,Temperature,1203,-23.56393, -46.66970,AirBeam-F,AirBeam:001896105CBB, 9537,-23.56380, -46.66793,75,25,50,100,0,degrees Fahrenheit,F,1203, 75.6105,26064,-23.56304, -46.66792,dB,Sound Level, 1564,-23.56397, -46.66970,Phone Microphone,Builtin, 9537,-23.56397, -46.66841,80,60,70,100,20,decibels,dB, 1564,50.5037,26065,-23.56304, -46.66792,RH,Humidity,1203,-23.56393, -46.66970,AirBeam-RH,AirBeam:001896105CBB, 9537,-23.56380, -46.66793,75,25,50,100,0,percent,%,1203,"MobileSession",20.7542394
"39","2015-09-05T16:39:21Z", 9536,"2015-09-05T15:46:30Z","hotel candy hotel","HHHDenver",24.124100,26058,-23.56104, -46.66656,PM,Particulate Matter,3157,-23.56397, -46.66987,AirBeam-PM,AirBeam:001896105CBB, 9536,-23.56223, -46.66743,55,12,35,150,0,micrograms per cubic meter,µg/m³,3157,72.5236,26059,-23.56104, -46.66656,F,Temperature,3157,-23.56397, -46.66987,AirBeam-F,AirBeam:001896105CBB, 9536,-23.56223, -46.66743,75,25,50,100,0,degrees Fahrenheit,F,3157, 74.5586,26060,-23.56104, -46.66656,dB,Sound Level, 4086,-23.56397, -46.66987,Phone Microphone,Builtin, 9536,-23.56223, -46.66743,80,60,70,100,20,decibels,dB, 4086,50.9601,26061,-23.56104, -46.66656,RH,Humidity,3157,-23.56397, -46.66987,AirBeam-RH,AirBeam:001896105CBB, 9536,-23.56223, -46.66743,75,25,50,100,0,percent,%,3157,"MobileSession",24.1240641
"40","2015-09-04T20:31:26Z", 9523,"2015-09-04T20:14:04Z","Hotel to Kanji","HHHDenver",29.087900,26005,-23.56223, -46.66516,PM,Particulate Matter,1038,-23.56472, -46.66744,AirBeam-PM,AirBeam:001896105CBB, 9523,-23.56223, -46.66744,55,12,35,150,0,micrograms per cubic meter,µg/m³,1038,73.1908,26006,-23.56223, -46.66516,F,Temperature,1038,-23.56472, -46.66744,AirBeam-F,AirBeam:001896105CBB, 9523,-23.56223, -46.66744,75,25,50,100,0,degrees Fahrenheit,F,1038, 80.3242,26007,-23.56223, -46.66516,dB,Sound Level, 1328,-23.56472, -46.66744,Phone Microphone,Builtin, 9523,-23.56223, -46.66744,80,60,70,100,20,decibels,dB, 1328,55.2726,26008,-23.56223, -46.66516,RH,Humidity,1038,-23.56472, -46.66744,AirBeam-RH,AirBeam:001896105CBB, 9523,-23.56223, -46.66744,75,25,50,100,0,percent,%,1038,"MobileSession",29.0879288
"41","2015-09-04T21:48:04Z", 9522,"2015-09-04T21:19:14Z","kanji to JAM","HHHDenver",71.424400,26001,-23.56206, -46.66399,PM,Particulate Matter,1129,-23.56628, -46.66938,AirBeam-PM,AirBeam:001896105CBB, 9522,-23.56349, -46.66656,55,12,35,150,0,micrograms per cubic meter,µg/m³,1129,78.6581,26002,-23.56206, -46.66399,F,Temperature,1129,-23.56628, -46.66938,AirBeam-F,AirBeam:001896105CBB, 9522,-23.56349, -46.66656,75,25,50,100,0,degrees Fahrenheit,F,1129, 82.0038,26003,-23.56152, -46.66399,dB,Sound Level, 2224,-23.56628, -46.67159,Phone Microphone,Builtin, 9522,-23.56349, -46.66656,80,60,70,100,20,decibels,dB, 2224,41.7644,26004,-23.56206, -46.66399,RH,Humidity,1129,-23.56628, -46.66938,AirBeam-RH,AirBeam:001896105CBB, 9522,-23.56349, -46.66656,75,25,50,100,0,percent,%,1129,"MobileSession",71.4243666
"42","2015-09-04T23:16:18Z", 9521,"2015-09-04T23:09:09Z","JAM to Hotel","HHHDenver",86.412000,25997,-23.56110, -46.66703,PM,Particulate Matter, 428,-23.56287, -46.67159,AirBeam-PM,AirBeam:001896105CBB, 9521,-23.56157, -46.67159,55,12,35,150,0,micrograms per cubic meter,µg/m³, 428,83.9953,25998,-23.56110, -46.66703,F,Temperature, 428,-23.56287, -46.67159,AirBeam-F,AirBeam:001896105CBB, 9521,-23.56157, -46.67159,75,25,50,100,0,degrees Fahrenheit,F, 428, 80.5550,25999,-23.56110, -46.66703,dB,Sound Level,  554,-23.56287, -46.67159,Phone Microphone,Builtin, 9521,-23.56157, -46.67159,80,60,70,100,20,decibels,dB,  554,37.5654,26000,-23.56110, -46.66703,RH,Humidity, 428,-23.56287, -46.67159,AirBeam-RH,AirBeam:001896105CBB, 9521,-23.56157, -46.67159,75,25,50,100,0,percent,%, 428,"MobileSession",86.4119626
"43","2015-09-04T16:53:19Z", 9520,"2015-09-04T16:32:35Z","Av Paulisto to forest","HHHDenver",14.472400,25993,-23.56171, -46.65372,PM,Particulate Matter,1239,-23.56356, -46.65743,AirBeam-PM,AirBeam:001896105CBB, 9520,-23.56323, -46.65372,55,12,35,150,0,micrograms per cubic meter,µg/m³,1239,69.6069,25994,-23.56171, -46.65372,F,Temperature,1239,-23.56356, -46.65743,AirBeam-F,AirBeam:001896105CBB, 9520,-23.56323, -46.65372,75,25,50,100,0,degrees Fahrenheit,F,1239, 78.7293,25995,-23.56171, -46.65372,dB,Sound Level, 1597,-23.56356, -46.65743,Phone Microphone,Builtin, 9520,-23.56323, -46.65372,80,60,70,100,20,decibels,dB, 1597,55.9822,25996,-23.56171, -46.65372,RH,Humidity,1239,-23.56356, -46.65743,AirBeam-RH,AirBeam:001896105CBB, 9520,-23.56323, -46.65372,75,25,50,100,0,percent,%,1239,"MobileSession",14.4724052
"44","2015-09-04T17:25:46Z", 9519,"2015-09-04T16:57:01Z","forest to Hotel","HHHDenver",11.848700,25989,-23.56213, -46.65726,PM,Particulate Matter,1719,-23.56650, -46.66766,AirBeam-PM,AirBeam:001896105CBB, 9519,-23.56228, -46.65755,55,12,35,150,0,micrograms per cubic meter,µg/m³,1719,68.3714,25990,-23.56213, -46.65726,F,Temperature,1718,-23.56650, -46.66766,AirBeam-F,AirBeam:001896105CBB, 9519,-23.56228, -46.65755,75,25,50,100,0,degrees Fahrenheit,F,1718, 73.2149,25991,-23.56213, -46.65726,dB,Sound Level, 2226,-23.56650, -46.66766,Phone Microphone,Builtin, 9519,-23.56228, -46.65755,80,60,70,100,20,decibels,dB, 2226,57.9092,25992,-23.56213, -46.65726,RH,Humidity,1718,-23.56650, -46.66766,AirBeam-RH,AirBeam:001896105CBB, 9519,-23.56228, -46.65755,75,25,50,100,0,percent,%,1718,"MobileSession",11.8486853
"45","2015-09-04T16:31:03Z", 9517,"2015-09-04T15:23:34Z","to Av. Paulista","HHHDenver",12.464600,25981,-23.56210, -46.65384,PM,Particulate Matter,4034,-23.56971, -46.66762,AirBeam-PM,AirBeam:001896105CBB, 9517,-23.56231, -46.66738,55,12,35,150,0,micrograms per cubic meter,µg/m³,4034,71.0387,25982,-23.56210, -46.65384,F,Temperature,4034,-23.56971, -46.66762,AirBeam-F,AirBeam:001896105CBB, 9517,-23.56231, -46.66738,75,25,50,100,0,degrees Fahrenheit,F,4034, 75.5330,25983,-23.56210, -46.65384,dB,Sound Level, 5198,-23.56971, -46.66762,Phone Microphone,Builtin, 9517,-23.56231, -46.66738,80,60,70,100,20,decibels,dB, 5198,55.8260,25984,-23.56210, -46.65384,RH,Humidity,4034,-23.56971, -46.66762,AirBeam-RH,AirBeam:001896105CBB, 9517,-23.56231, -46.66738,75,25,50,100,0,percent,%,4034,"MobileSession",12.4646356
"46","2015-09-03T16:02:44Z", 9514,"2015-09-03T15:05:35Z","Hotel to cemetary","HHHDenver",53.862800,25970,-23.55774, -46.66702,PM,Particulate Matter,3415,-23.56514, -46.68521,AirBeam-PM,AirBeam:001896105CBB, 9514,-23.56214, -46.66748,55,12,35,150,0,micrograms per cubic meter,µg/m³,3415,83.8062,25971,-23.55774, -46.66702,F,Temperature,3415,-23.56514, -46.68521,AirBeam-F,AirBeam:001896105CBB, 9514,-23.56214, -46.66748,75,25,50,100,0,degrees Fahrenheit,F,3415, 82.4748,25972,-23.55774, -46.66702,dB,Sound Level, 4384,-23.56514, -46.68521,Phone Microphone,Builtin, 9514,-23.56214, -46.66748,80,60,70,100,20,decibels,dB, 4384,37.8591,25973,-23.55774, -46.66702,RH,Humidity,3415,-23.56514, -46.68521,AirBeam-RH,AirBeam:001896105CBB, 9514,-23.56214, -46.66748,75,25,50,100,0,percent,%,3415,"MobileSession",53.8627966
"47","2015-09-03T17:02:28Z", 9513,"2015-09-03T16:04:04Z","graveyard to Medicini, Teodoro and De. Arnaldo","HHHDenver",50.283500,25966,-23.55408, -46.67148,PM,Particulate Matter,3489,-23.55898, -46.68526,AirBeam-PM,AirBeam:001896105CBB, 9513,-23.55818, -46.68520,55,12,35,150,0,micrograms per cubic meter,µg/m³,3489,81.1310,25967,-23.55408, -46.67148,F,Temperature,3489,-23.55898, -46.68526,AirBeam-F,AirBeam:001896105CBB, 9513,-23.55818, -46.68520,75,25,50,100,0,degrees Fahrenheit,F,3489, 81.1112,25968,-23.55408, -46.67148,dB,Sound Level, 4516,-23.55898, -46.68526,Phone Microphone,Builtin, 9513,-23.55818, -46.68520,80,60,70,100,20,decibels,dB, 4516,38.8409,25969,-23.55408, -46.67148,RH,Humidity,3489,-23.55898, -46.68526,AirBeam-RH,AirBeam:001896105CBB, 9513,-23.55818, -46.68520,75,25,50,100,0,percent,%,3489,"MobileSession",50.2835254
"48","2015-09-03T17:44:24Z", 9512,"2015-09-03T17:04:23Z","N of convention to Hotel.","HHHDenver",28.102200,25962,-23.55404, -46.66390,PM,Particulate Matter,2392,-23.56236, -46.67136,AirBeam-PM,AirBeam:001896105CBB, 9512,-23.55409, -46.67135,55,12,35,150,0,micrograms per cubic meter,µg/m³,2392,78.2191,25963,-23.55404, -46.66390,F,Temperature,2392,-23.56236, -46.67136,AirBeam-F,AirBeam:001896105CBB, 9512,-23.55409, -46.67135,75,25,50,100,0,degrees Fahrenheit,F,2392, 82.8353,25964,-23.55404, -46.66390,dB,Sound Level, 3086,-23.56236, -46.67136,Phone Microphone,Builtin, 9512,-23.55409, -46.67135,80,60,70,100,20,decibels,dB, 3086,40.4649,25965,-23.55404, -46.66390,RH,Humidity,2392,-23.56236, -46.67136,AirBeam-RH,AirBeam:001896105CBB, 9512,-23.55409, -46.67135,75,25,50,100,0,percent,%,2392,"MobileSession",28.1021991
"49","2015-09-03T20:36:39Z", 9511,"2015-09-03T20:05:51Z","Hotel to Mestico ","HHHDenver",33.671400,25958,-23.55317, -46.65854,PM,Particulate Matter,1841,-23.56233, -46.66784,AirBeam-PM,AirBeam:001896105CBB, 9511,-23.56217, -46.66756,55,12,35,150,0,micrograms per cubic meter,µg/m³,1841,75.7583,25959,-23.55317, -46.65854,F,Temperature,1841,-23.56233, -46.66784,AirBeam-F,AirBeam:001896105CBB, 9511,-23.56217, -46.66756,75,25,50,100,0,degrees Fahrenheit,F,1841, 78.1193,25960,-23.55317, -46.65854,dB,Sound Level, 2350,-23.56233, -46.66784,Phone Microphone,Builtin, 9511,-23.56217, -46.66756,80,60,70,100,20,decibels,dB, 2350,46.8523,25961,-23.55317, -46.65854,RH,Humidity,1841,-23.56233, -46.66784,AirBeam-RH,AirBeam:001896105CBB, 9511,-23.56217, -46.66756,75,25,50,100,0,percent,%,1841,"MobileSession",33.6714396
"50","2015-09-03T23:00:37Z", 9510,"2015-09-03T22:30:07Z","Mestico to Hotel","HHHDenver",29.156100,25954,-23.55285, -46.65767,PM,Particulate Matter,1822,-23.56240, -46.66773,AirBeam-PM,AirBeam:001896105CBB, 9510,-23.55317, -46.65872,55,12,35,150,0,micrograms per cubic meter,µg/m³,1822,80.7316,25955,-23.55285, -46.65767,F,Temperature,1822,-23.56240, -46.66773,AirBeam-F,AirBeam:001896105CBB, 9510,-23.55317, -46.65872,75,25,50,100,0,degrees Fahrenheit,F,1822, 78.1309,25956,-23.55285, -46.65767,dB,Sound Level, 2345,-23.56240, -46.66773,Phone Microphone,Builtin, 9510,-23.55317, -46.65872,80,60,70,100,20,decibels,dB, 2345,39.6015,25957,-23.55285, -46.65767,RH,Humidity,1822,-23.56240, -46.66773,AirBeam-RH,AirBeam:001896105CBB, 9510,-23.55317, -46.65872,75,25,50,100,0,percent,%,1822,"MobileSession",29.1560704
